date,différence,nuitées
2018-05-19,-3379,44693
2018-05-20,-38676,6017
2018-05-21,-2543,3474
2018-05-22,36279,39753
2018-05-23,4494,44247
2018-05-24,-12750,31497
2018-05-25,-16763,14734
2018-05-26,1338,16072
2018-05-27,-4157,11915
2018-05-28,30837,42752
2018-05-29,-1484,41268
2018-05-30,-2573,38695
2018-05-31,2026,40721
2018-06-01,1509,42230
2018-06-02,2883,45113
2018-06-03,-7203,37910
2018-06-04,2856,40766
2018-06-05,1247,42013
2018-06-06,-2743,39270
2018-06-07,2247,41517
2018-06-08,3513,45030
2018-06-09,1130,46160
2018-06-10,-5906,40254
2018-06-11,3415,43669
2018-06-12,1946,45615
2018-06-13,-1757,43858
2018-06-14,2871,46729
2018-06-15,7052,53781
2018-06-16,2824,56605
2018-06-17,-8216,48389
2018-06-18,205,48594
2018-06-19,162,48756
2018-06-20,-478,48278
2018-06-21,1142,49420
2018-06-22,3163,52583
2018-06-23,7223,59806
2018-06-24,-9552,50254
2018-06-25,6254,56508
2018-06-26,-1460,55048
2018-06-27,275,55323
2018-06-28,4314,59637
2018-06-29,2267,61904
2018-06-30,8706,70610
2018-07-01,-10562,60048
2018-07-02,965,61013
2018-07-03,193,61206
2018-07-04,1221,62427
2018-07-05,4460,66887
2018-07-06,4378,71265
2018-07-07,12454,83719
2018-07-08,-9410,74309
2018-07-09,118,74427
2018-07-10,-568,73859
2018-07-11,9093,82952
2018-07-12,1200,84152
2018-07-13,16254,100406
2018-07-14,16454,116860
2018-07-15,-12693,104167
2018-07-16,-10552,93615
2018-07-17,-483,93132
2018-07-18,2766,95898
2018-07-19,2436,98334
2018-07-20,5828,104162
2018-07-21,7928,112090
2018-07-22,-4477,107613
2018-07-23,3788,111401
2018-07-24,-3182,108219
2018-07-25,-179,108040
2018-07-26,1701,109741
2018-07-27,2320,112061
2018-07-28,3873,115934
2018-07-29,-21421,94513
2018-07-30,3006,97519
2018-07-31,6959,104478
2018-08-01,-1725,102753
2018-08-02,2501,105254
2018-08-03,6307,111561
2018-08-04,9758,121319
2018-08-05,-2473,118846
2018-08-06,-28327,90519
2018-08-07,36887,127406
2018-08-08,-4724,122682
2018-08-09,-1290,121392
2018-08-10,1498,122890
2018-08-11,4558,127448
2018-08-12,-3091,124357
2018-08-13,4369,128726
2018-08-14,8219,136945
2018-08-15,-7075,129870
2018-08-16,-868,129002
2018-08-17,-338,128664
2018-08-18,-6578,122086
2018-08-19,-6827,115259
2018-08-20,160,115419
2018-08-21,-2364,113055
2018-08-22,-5284,107771
2018-08-23,-3027,104744
2018-08-24,-4829,99915
2018-08-25,-6508,93407
2018-08-26,-12459,80948
2018-08-27,840,81788
2018-08-28,-3199,78589
2018-08-30,-9622,68967
2018-08-31,-1653,67314
2018-09-01,3216,70530
2018-09-02,-13137,57393
2018-09-03,3910,61303
2018-09-04,-21757,39546
2018-09-05,5785,45331
2018-09-06,13546,58877
2018-09-07,7801,66678
2018-09-08,4236,70914
2018-09-09,-20071,50843
2018-09-10,6872,57715
2018-09-11,1419,59134
2018-09-12,-244,58890
2018-09-13,1581,60471
2018-09-14,1213,61684
2018-09-15,3214,64898
2018-09-16,-12103,52795
2018-09-17,786,53581
2018-09-18,-804,52777
2018-09-19,-1398,51379
2018-09-20,-1063,50316
2018-09-21,6259,56575
2018-09-22,1239,57814
2018-09-23,-9435,48379
2018-09-24,-4414,43965
2018-09-25,560,44525
2018-09-26,-7290,37235
2018-09-27,5218,42453
2018-09-28,2381,44834
2018-09-29,2755,47589
2018-09-30,-10752,36837
2018-10-01,-413,36424
2018-10-02,25,36449
2018-10-03,-827,35622
2018-10-04,-159,35463
2018-10-05,4588,40051
2018-10-06,1711,41762
2018-10-07,-8466,33296
2018-10-08,-1566,31730
2018-10-09,487,32217
2018-10-10,1181,33398
2018-10-11,1311,34709
2018-10-12,8041,42750
2018-10-13,-1001,41749
2018-10-14,-9990,31759
2018-10-15,-383,31376
2018-10-16,-1271,30105
2018-10-17,-2251,27854
2018-10-18,657,28511
2018-10-19,4189,32700
2018-10-20,5760,38460
2018-10-21,-3165,35295
2018-10-22,2734,38029
2018-10-23,907,38936
2018-10-24,774,39710
2018-10-25,-78,39632
2018-10-26,2345,41977
2018-10-27,909,42886
2018-10-28,-21689,21197
2018-10-29,15132,36329
2018-10-30,581,36910
2018-10-31,1413,38323
2018-11-01,6183,44506
2018-11-02,1350,45856
2018-11-03,-6354,39502
2018-11-04,-21659,17843
2018-11-05,5030,22873
2018-11-06,369,23242
2018-11-07,-427,22815
2018-11-08,-215,22600
2018-11-09,1756,24356
2018-11-10,2016,26372
2018-11-11,-5854,20518
2018-11-12,1302,21820
2018-11-13,380,22200
2018-11-14,-144,22056
2018-11-15,-623,21433
2018-11-16,696,22129
2018-11-17,961,23090
2018-11-18,-10836,12254
2018-11-19,7686,19940
2018-11-20,2328,22268
2018-11-21,-3449,18819
2018-11-22,783,19602
2018-11-23,1886,21488
2018-11-24,1952,23440
2018-11-25,-4681,18759
2018-11-26,-756,18003
2018-11-27,207,18210
2018-11-28,-1430,16780
2018-11-29,398,17178
2018-11-30,1154,18332
2018-12-01,2190,20522
2018-12-02,-4019,16503
2018-12-04,877,17380
2018-12-05,540,17920
2018-12-06,3452,21372
2018-12-07,2040,23412
2018-12-08,1073,24485
2018-12-09,-9173,15312
2018-12-10,642,15954
2018-12-11,-146,15808
2018-12-12,220,16028
2018-12-13,-879,15149
2018-12-14,2090,17239
2018-12-15,1942,19181
2018-12-16,-4407,14774
2018-12-17,1056,15830
2018-12-18,526,16356
2018-12-19,488,16844
2018-12-20,1594,18438
2018-12-21,5721,24159
2018-12-22,9917,34076
2018-12-23,7497,41573
2018-12-24,8111,49684
2018-12-25,-6281,43403
2018-12-26,-2050,41353
2018-12-27,1432,42785
2018-12-28,693,43478
2018-12-29,1868,45346
2018-12-30,-2924,42422
2018-12-31,7060,49482
