date,différence,nuitées
2018-06-29,2409,39726
2018-06-30,7847,47573
2018-07-01,-12246,35327
2018-07-02,-850,34477
2018-07-03,-401,34076
2018-07-04,-462,33614
2018-07-05,1097,34711
2018-07-06,7286,41997
2018-07-07,2300,44297
2018-07-08,-6133,38164
2018-07-09,1755,39919
2018-07-10,44,39963
2018-07-11,3178,43141
2018-07-12,885,44026
2018-07-13,6506,50532
2018-07-14,8241,58773
2018-07-15,-10582,48191
2018-07-16,2593,50784
2018-07-17,-2110,48674
2018-07-18,1892,50566
2018-07-19,1877,52443
2018-07-20,2292,54735
2018-07-21,6158,60893
2018-07-22,-2145,58748
2018-07-23,11798,70546
2018-07-24,7480,78026
2018-07-25,405,78431
2018-07-26,-355,78076
2018-07-27,-10642,67434
2018-07-28,-5663,61771
2018-07-29,-8462,53309
2018-07-30,2699,56008
2018-07-31,1644,57652
2018-08-01,330,57982
2018-08-02,-3138,54844
2018-08-03,581,55425
2018-08-04,8345,63770
2018-08-05,88,63858
2018-08-06,-18738,45120
2018-08-07,21052,66172
2018-08-08,-1383,64789
2018-08-09,-767,64022
2018-08-10,-1165,62857
2018-08-11,10250,73107
2018-08-12,-3108,69999
2018-08-13,3969,73968
2018-08-14,9304,83272
2018-08-15,-7185,76087
2018-08-16,-10001,66086
2018-08-17,6670,72756
2018-08-18,2350,75106
2018-08-19,-5202,69904
2018-08-20,1227,71131
2018-08-21,1214,72345
2018-08-22,-4684,67661
2018-08-23,-770,66891
2018-08-24,-1613,65278
2018-08-25,-7627,57651
2018-08-26,-10386,47265
2018-08-27,-5860,41405
2018-08-28,-258,41147
2018-08-30,-3349,37798
2018-08-31,363,38161
2018-09-01,5370,43531
2018-09-02,-5847,37684
2018-09-03,898,38582
2018-09-04,-12700,25882
2018-09-05,4842,30724
2018-09-06,11626,42350
2018-09-07,4000,46350
2018-09-08,2629,48979
2018-09-09,-14836,34143
2018-09-10,5096,39239
2018-09-11,3091,42330
2018-09-12,-1331,40999
2018-09-13,-4489,36510
2018-09-14,6909,43419
2018-09-15,215,43634
2018-09-16,-9925,33709
2018-09-17,1227,34936
2018-09-18,2298,37234
2018-09-19,-1667,35567
2018-09-20,4928,40495
2018-09-21,2548,43043
2018-09-22,-1063,41980
2018-09-23,-11902,30078
2018-09-24,-3272,26806
2018-09-25,3682,30488
2018-09-26,-5836,24652
2018-09-27,4765,29417
2018-09-28,4260,33677
2018-09-29,1507,35184
2018-09-30,-10632,24552
2018-10-01,2318,26870
2018-10-02,10550,37420
2018-10-03,-711,36709
2018-10-04,785,37494
2018-10-05,3498,40992
2018-10-06,-7205,33787
2018-10-07,-12816,20971
2018-10-08,705,21676
2018-10-09,1379,23055
2018-10-10,5070,28125
2018-10-11,2861,30986
2018-10-12,9343,40329
2018-10-13,1653,41982
2018-10-14,-21070,20912
2018-10-15,-255,20657
2018-10-16,1887,22544
2018-10-17,-1233,21311
2018-10-18,216,21527
2018-10-19,3825,25352
2018-10-20,3840,29192
2018-10-21,-6023,23169
2018-10-22,937,24106
2018-10-23,341,24447
2018-10-24,-161,24286
2018-10-25,-1304,22982
2018-10-26,8854,31836
2018-10-27,8079,39915
2018-10-28,-22709,17206
2018-10-29,3246,20452
2018-10-30,-958,19494
2018-10-31,2157,21651
2018-11-01,5913,27564
2018-11-02,697,28261
2018-11-03,-5705,22556
2018-11-04,-14299,8257
2018-11-05,3531,11788
2018-11-06,-738,11050
2018-11-07,-165,10885
2018-11-08,-270,10615
2018-11-09,1806,12421
2018-11-10,1395,13816
2018-11-11,-3171,10645
2018-11-12,225,10870
2018-11-13,-50,10820
2018-11-14,-852,9968
2018-11-15,194,10162
2018-11-16,2017,12179
2018-11-17,343,12522
2018-11-18,-7279,5243
2018-11-19,3804,9047
2018-11-20,-1043,8004
2018-11-21,153,8157
2018-11-22,-29,8128
2018-11-23,2103,10231
2018-11-24,463,10694
2018-11-25,-3957,6737
2018-11-26,655,7392
2018-11-27,31,7423
2018-11-28,-836,6587
2018-11-29,45,6632
2018-11-30,1554,8186
2018-12-01,2694,10880
2018-12-02,-4304,6576
2018-12-04,-378,6198
2018-12-05,1163,7361
2018-12-06,2438,9799
2018-12-07,4311,14110
2018-12-08,343,14453
2018-12-09,-8102,6351
2018-12-10,-499,5852
2018-12-11,-223,5629
2018-12-12,-634,4995
2018-12-13,1097,6092
2018-12-14,1720,7812
2018-12-15,1922,9734
2018-12-16,-3431,6303
2018-12-17,725,7028
2018-12-18,219,7247
2018-12-19,404,7651
2018-12-20,1072,8723
2018-12-21,6559,15282
2018-12-22,19673,34955
2018-12-23,7945,42900
2018-12-24,10122,53022
2018-12-25,-6573,46449
2018-12-26,3421,49870
2018-12-27,1113,50983
2018-12-28,1475,52458
2018-12-29,8160,60618
2018-12-30,-292,60326
2018-12-31,10852,71178
