date,différence,nuitées
2018-08-09,1095,67614
2018-08-10,212,67826
2018-08-11,3352,71178
2018-08-12,-2763,68415
2018-08-13,174,68589
2018-08-14,4473,73062
2018-08-15,-4957,68105
2018-08-16,-289,67816
2018-08-17,971,68787
2018-08-18,-3621,65166
2018-08-19,-4937,60229
2018-08-20,-3402,56827
2018-08-21,-554,56273
2018-08-22,-676,55597
2018-08-23,-3044,52553
2018-08-24,-4075,48478
2018-08-25,-3857,44621
2018-08-26,-8599,36022
2018-08-27,-803,35219
2018-08-28,-1839,33380
2018-08-30,-3891,29489
2018-08-31,1375,30864
2018-09-01,3269,34133
2018-09-02,-9541,24592
2018-09-03,1333,25925
2018-09-04,-5405,20520
2018-09-05,2588,23108
2018-09-06,4098,27206
2018-09-07,2982,30188
2018-09-08,2911,33099
2018-09-09,-12853,20246
2018-09-10,1786,22032
2018-09-11,183,22215
2018-09-12,1578,23793
2018-09-13,-379,23414
2018-09-14,967,24381
2018-09-15,685,25066
2018-09-16,-6678,18388
2018-09-17,901,19289
2018-09-18,-445,18844
2018-09-19,-867,17977
2018-09-20,288,18265
2018-09-21,2837,21102
2018-09-22,875,21977
2018-09-23,-5344,16633
2018-09-24,-428,16205
2018-09-25,411,16616
2018-09-26,-2682,13934
2018-09-27,2199,16133
2018-09-28,4823,20956
2018-09-29,3628,24584
2018-09-30,-8551,16033
2018-10-01,-1790,14243
2018-10-02,-48,14195
2018-10-03,-859,13336
2018-10-04,-186,13150
2018-10-05,1634,14784
2018-10-06,1711,16495
2018-10-07,-4611,11884
2018-10-08,-186,11698
2018-10-09,580,12278
2018-10-10,1143,13421
2018-10-11,-310,13111
2018-10-12,2633,15744
2018-10-13,1799,17543
2018-10-14,-4679,12864
2018-10-15,304,13168
2018-10-16,180,13348
2018-10-17,253,13601
2018-10-18,-26,13575
2018-10-19,1647,15222
2018-10-20,4948,20170
2018-10-21,-2946,17224
2018-10-22,1383,18607
2018-10-23,765,19372
2018-10-24,764,20136
2018-10-25,-80,20056
2018-10-26,1703,21759
2018-10-27,3241,25000
2018-10-28,-11381,13619
2018-10-29,7290,20909
2018-10-30,482,21391
2018-10-31,3507,24898
2018-11-01,3463,28361
2018-11-02,-239,28122
2018-11-03,-4199,23923
2018-11-04,-14561,9362
2018-11-05,1835,11197
2018-11-06,-205,10992
2018-11-07,-809,10183
2018-11-08,-463,9720
2018-11-09,1511,11231
2018-11-10,2090,13321
2018-11-11,-4538,8783
2018-11-12,1024,9807
2018-11-13,-1,9806
2018-11-14,-661,9145
2018-11-15,179,9324
2018-11-16,1145,10469
2018-11-17,133,10602
2018-11-18,-4938,5664
2018-11-19,3141,8805
2018-11-20,-596,8209
2018-11-21,-120,8089
2018-11-22,180,8269
2018-11-23,562,8831
2018-11-24,1632,10463
2018-11-25,-2858,7605
2018-11-26,438,8043
2018-11-27,-191,7852
2018-11-28,6,7858
2018-11-29,-386,7472
2018-11-30,989,8461
2018-12-01,1007,9468
2018-12-02,-3245,6223
2018-12-04,745,6968
2018-12-05,111,7079
2018-12-06,-876,6203
2018-12-07,1892,8095
2018-12-08,1011,9106
2018-12-09,-2605,6501
2018-12-10,285,6786
2018-12-11,-1,6785
2018-12-12,-387,6398
2018-12-13,-341,6057
2018-12-14,803,6860
2018-12-15,1407,8267
2018-12-16,-2273,5994
2018-12-17,596,6590
2018-12-18,313,6903
2018-12-19,-11,6892
2018-12-20,1160,8052
2018-12-21,4147,12199
2018-12-22,8484,20683
2018-12-23,7459,28142
2018-12-24,7136,35278
2018-12-25,-6107,29171
2018-12-26,-2843,26328
2018-12-27,-1775,24553
2018-12-28,-534,24019
2018-12-29,1995,26014
2018-12-30,-1063,24951
2018-12-31,4502,29453
