date,différence,nuitées
2018-09-20,-306,15134
2018-09-21,2286,17420
2018-09-22,3229,20649
2018-09-23,-5436,15213
2018-09-24,-1751,13462
2018-09-25,339,13801
2018-09-26,-2659,11142
2018-09-27,1455,12597
2018-09-28,2001,14598
2018-09-29,1968,16566
2018-09-30,-4736,11830
2018-10-01,-782,11048
2018-10-02,598,11646
2018-10-03,52,11698
2018-10-04,765,12463
2018-10-05,2119,14582
2018-10-06,2979,17561
2018-10-07,-5793,11768
2018-10-08,-935,10833
2018-10-09,1684,12517
2018-10-10,848,13365
2018-10-11,157,13522
2018-10-12,3017,16539
2018-10-13,2898,19437
2018-10-14,-5897,13540
2018-10-15,-695,12845
2018-10-16,-809,12036
2018-10-17,197,12233
2018-10-18,238,12471
2018-10-19,3236,15707
2018-10-20,4077,19784
2018-10-21,-3942,15842
2018-10-22,861,16703
2018-10-23,1283,17986
2018-10-24,-239,17747
2018-10-25,914,18661
2018-10-26,2488,21149
2018-10-27,2696,23845
2018-10-28,-12841,11004
2018-10-29,8681,19685
2018-10-30,633,20318
2018-10-31,2352,22670
2018-11-01,2134,24804
2018-11-02,-199,24605
2018-11-03,-2456,22149
2018-11-04,-12704,9445
2018-11-05,2306,11751
2018-11-06,-140,11611
2018-11-07,-111,11500
2018-11-08,-97,11403
2018-11-09,1482,12885
2018-11-10,1622,14507
2018-11-11,-2950,11557
2018-11-12,-680,10877
2018-11-13,164,11041
2018-11-14,-687,10354
2018-11-15,887,11241
2018-11-16,2058,13299
2018-11-17,1030,14329
2018-11-18,-7085,7244
2018-11-19,3494,10738
2018-11-20,-820,9918
2018-11-21,-239,9679
2018-11-22,303,9982
2018-11-23,1288,11270
2018-11-24,1253,12523
2018-11-25,-3278,9245
2018-11-26,-592,8653
2018-11-27,394,9047
2018-11-28,-961,8086
2018-11-29,430,8516
2018-11-30,1808,10324
2018-12-01,1250,11574
2018-12-02,-3359,8215
2018-12-04,166,8381
2018-12-05,75,8456
2018-12-06,129,8585
2018-12-07,1968,10553
2018-12-08,1016,11569
2018-12-09,-3348,8221
2018-12-10,-79,8142
2018-12-11,-685,7457
2018-12-12,423,7880
2018-12-13,-385,7495
2018-12-14,990,8485
2018-12-15,2001,10486
2018-12-16,-2976,7510
2018-12-17,284,7794
2018-12-18,399,8193
2018-12-19,340,8533
2018-12-20,1619,10152
2018-12-21,5010,15162
2018-12-22,10159,25321
2018-12-23,8256,33577
2018-12-24,8549,42126
2018-12-25,-7462,34664
2018-12-26,-3988,30676
2018-12-27,-2275,28401
2018-12-28,-2481,25920
2018-12-29,672,26592
2018-12-30,-2380,24212
2018-12-31,5259,29471
