date,différence,nuitées
2018-03-27,1116,12820
2018-03-28,-492,12328
2018-03-29,1071,13399
2018-03-30,1358,14757
2018-03-31,5031,19788
2018-04-01,-1883,17905
2018-04-02,-4721,13184
2018-04-03,-148,13036
2018-04-04,804,13840
2018-04-05,-1775,12065
2018-04-06,1476,13541
2018-04-07,1841,15382
2018-04-08,-3638,11744
2018-04-09,212,11956
2018-04-10,519,12475
2018-04-11,-930,11545
2018-04-12,1079,12624
2018-04-13,704,13328
2018-04-14,2710,16038
2018-04-15,-2887,13151
2018-04-16,1167,14318
2018-04-17,1669,15987
2018-04-18,-285,15702
2018-04-19,686,16388
2018-04-20,1828,18216
2018-04-21,1251,19467
2018-04-22,-5481,13986
2018-04-23,898,14884
2018-04-24,-4045,10839
2018-04-25,-740,10099
2018-04-26,1682,11781
2018-04-27,1987,13768
2018-04-28,1841,15609
2018-04-29,-3065,12544
2018-04-30,3800,16344
2018-05-01,-2733,13611
2018-05-02,1470,15081
2018-05-03,601,15682
2018-05-04,1675,17357
2018-05-05,4987,22344
2018-05-06,-17125,5219
2018-05-07,11817,17036
2018-05-08,871,17907
2018-05-09,2605,20512
2018-05-10,154,20666
2018-05-11,-547,20119
2018-05-12,-879,19240
2018-05-13,-4225,15015
2018-05-14,-507,14508
2018-05-15,1324,15832
2018-05-16,526,16358
2018-05-17,1306,17664
2018-05-18,340,18004
2018-05-19,-1872,16132
2018-05-20,-11938,4194
2018-05-21,-863,3331
2018-05-22,12613,15944
2018-05-23,-725,15219
2018-05-24,-2350,12869
2018-05-25,-6180,6689
2018-05-26,1448,8137
2018-05-27,-1243,6894
2018-05-28,13253,20147
2018-05-29,-4583,15564
2018-05-30,-473,15091
2018-05-31,762,15853
2018-06-01,226,16079
2018-06-02,3920,19999
2018-06-03,-3688,16311
2018-06-04,-81,16230
2018-06-05,-903,15327
2018-06-06,885,16212
2018-06-07,-17,16195
2018-06-08,741,16936
2018-06-09,6578,23514
2018-06-10,-7103,16411
2018-06-11,-1771,14640
2018-06-12,2101,16741
2018-06-13,93,16834
2018-06-14,533,17367
2018-06-15,2378,19745
2018-06-16,2747,22492
2018-06-17,-4020,18472
2018-06-18,-1922,16550
2018-06-19,261,16811
2018-06-20,1780,18591
2018-06-21,-1067,17524
2018-06-22,1686,19210
2018-06-23,2616,21826
2018-06-24,-4002,17824
2018-06-25,-1619,16205
2018-06-26,1415,17620
2018-06-27,699,18319
2018-06-28,3923,22242
2018-06-29,878,23120
2018-06-30,11674,34794
2018-07-01,-8402,26392
2018-07-02,-2706,23686
2018-07-03,-607,23079
2018-07-04,525,23604
2018-07-05,563,24167
2018-07-06,2761,26928
2018-07-07,8576,35504
2018-07-08,-11899,23605
2018-07-09,830,24435
2018-07-10,422,24857
2018-07-11,1326,26183
2018-07-12,2469,28652
2018-07-13,4185,32837
2018-07-14,4829,37666
2018-07-15,-4341,33325
2018-07-16,-3452,29873
2018-07-17,-3654,26219
2018-07-18,1403,27622
2018-07-19,2544,30166
2018-07-20,210,30376
2018-07-21,6525,36901
2018-07-22,-6595,30306
2018-07-23,758,31064
2018-07-24,-1416,29648
2018-07-25,1910,31558
2018-07-26,231,31789
2018-07-27,3093,34882
2018-07-28,4028,38910
2018-07-29,-11863,27047
2018-07-30,3286,30333
2018-07-31,-3119,27214
2018-08-01,912,28126
2018-08-02,471,28597
2018-08-03,3570,32167
2018-08-04,1514,33681
2018-08-05,-861,32820
2018-08-06,-11713,21107
2018-08-07,10630,31737
2018-08-08,-1002,30735
2018-08-09,614,31349
2018-08-10,658,32007
2018-08-11,3385,35392
2018-08-12,-4120,31272
2018-08-13,-1428,29844
2018-08-14,2235,32079
2018-08-15,-1185,30894
2018-08-16,741,31635
2018-08-17,4223,35858
2018-08-18,106,35964
2018-08-19,-5889,30075
2018-08-20,-1965,28110
2018-08-21,-443,27667
2018-08-22,-69,27598
2018-08-23,397,27995
2018-08-24,1738,29733
2018-08-25,-3288,26445
2018-08-26,-3374,23071
2018-08-27,-1102,21969
2018-08-28,187,22156
2018-08-30,-3037,19119
2018-08-31,1752,20871
2018-09-01,6766,27637
2018-09-02,-7953,19684
2018-09-03,1338,21022
2018-09-04,-4755,16267
2018-09-05,1225,17492
2018-09-06,1919,19411
2018-09-07,2891,22302
2018-09-08,3804,26106
2018-09-09,-10382,15724
2018-09-10,1335,17059
2018-09-11,737,17796
2018-09-12,864,18660
2018-09-13,260,18920
2018-09-14,731,19651
2018-09-15,2500,22151
2018-09-16,-4454,17697
2018-09-17,-323,17374
2018-09-18,-84,17290
2018-09-19,-281,17009
2018-09-20,-479,16530
2018-09-21,1941,18471
2018-09-22,869,19340
2018-09-23,-4009,15331
2018-09-24,133,15464
2018-09-25,3269,18733
2018-09-26,-5145,13588
2018-09-27,1192,14780
2018-09-28,1341,16121
2018-09-29,2508,18629
2018-09-30,-3739,14890
2018-10-01,-988,13902
2018-10-02,-69,13833
2018-10-03,377,14210
2018-10-04,432,14642
2018-10-05,2036,16678
2018-10-06,932,17610
2018-10-07,-4212,13398
2018-10-08,-798,12600
2018-10-09,1963,14563
2018-10-10,1052,15615
2018-10-11,83,15698
2018-10-12,1579,17277
2018-10-13,104,17381
2018-10-14,-3188,14193
2018-10-15,656,14849
2018-10-16,-816,14033
2018-10-17,340,14373
2018-10-18,890,15263
2018-10-19,3157,18420
2018-10-20,3200,21620
2018-10-21,-4095,17525
2018-10-22,-205,17320
2018-10-23,494,17814
2018-10-24,-78,17736
2018-10-25,-270,17466
2018-10-26,-115,17351
2018-10-27,3225,20576
2018-10-28,-10721,9855
2018-10-29,7723,17578
2018-10-30,135,17713
2018-10-31,1452,19165
2018-11-01,-245,18920
2018-11-02,591,19511
2018-11-03,-332,19179
2018-11-04,-9000,10179
2018-11-05,2521,12700
2018-11-06,-123,12577
2018-11-07,-79,12498
2018-11-08,-136,12362
2018-11-09,1533,13895
2018-11-10,1743,15638
2018-11-11,-2798,12840
2018-11-12,-344,12496
2018-11-13,115,12611
2018-11-14,1058,13669
2018-11-15,-398,13271
2018-11-16,236,13507
2018-11-17,1676,15183
2018-11-18,-5137,10046
2018-11-19,2389,12435
2018-11-20,1110,13545
2018-11-21,-682,12863
2018-11-22,-1736,11127
2018-11-23,824,11951
2018-11-24,388,12339
2018-11-25,-2031,10308
2018-11-26,331,10639
2018-11-27,423,11062
2018-11-28,-419,10643
2018-11-29,-288,10355
2018-11-30,1012,11367
2018-12-01,879,12246
2018-12-02,-2645,9601
2018-12-04,-296,9305
2018-12-05,117,9422
2018-12-06,-264,9158
2018-12-07,573,9731
2018-12-08,1617,11348
2018-12-09,-2818,8530
2018-12-10,388,8918
2018-12-11,399,9317
2018-12-12,-302,9015
2018-12-13,95,9110
2018-12-14,694,9804
2018-12-15,1395,11199
2018-12-16,-1885,9314
2018-12-17,-351,8963
2018-12-18,-351,8612
2018-12-19,1009,9621
2018-12-20,504,10125
2018-12-21,2813,12938
2018-12-22,5852,18790
2018-12-23,4949,23739
2018-12-24,7549,31288
2018-12-25,-5414,25874
2018-12-26,-2743,23131
2018-12-27,-2243,20888
2018-12-28,-1067,19821
2018-12-29,1226,21047
2018-12-30,-2634,18413
2018-12-31,4589,23002
