date,différence,nuitées
2018-12-11,-198,7682
2018-12-12,38,7720
2018-12-13,68,7788
2018-12-14,1147,8935
2018-12-15,1139,10074
2018-12-16,-2695,7379
2018-12-17,808,8187
2018-12-18,-58,8129
2018-12-19,1199,9328
2018-12-20,1257,10585
2018-12-21,3476,14061
2018-12-22,10210,24271
2018-12-23,7913,32184
2018-12-24,7739,39923
2018-12-25,-6261,33662
2018-12-26,-2928,30734
2018-12-27,-2049,28685
2018-12-28,-954,27731
2018-12-29,1107,28838
2018-12-30,-3151,25687
2018-12-31,3898,29585
