date,différence,nuitées
2018-03-21,2234,41927
2018-03-22,-762,41165
2018-03-23,11187,52352
2018-03-24,3119,55471
2018-03-25,-6566,48905
2018-03-26,-6657,42248
2018-03-27,8793,51041
2018-03-28,2172,53213
2018-03-29,12026,65239
2018-03-30,23677,88916
2018-03-31,12185,101101
2018-04-01,-12402,88699
2018-04-02,-33838,54861
2018-04-03,-2147,52714
2018-04-04,-3054,49660
2018-04-05,169,49829
2018-04-06,4015,53844
2018-04-07,4456,58300
2018-04-08,-8161,50139
2018-04-09,-5319,44820
2018-04-10,8547,53367
2018-04-11,-3359,50008
2018-04-12,-1818,48190
2018-04-13,12596,60786
2018-04-14,10450,71236
2018-04-15,-6692,64544
2018-04-16,3548,68092
2018-04-17,5834,73926
2018-04-18,-968,72958
2018-04-19,862,73820
2018-04-20,6206,80026
2018-04-21,2706,82732
2018-04-22,-14813,67919
2018-04-23,5677,73596
2018-04-24,-16855,56741
2018-04-25,-947,55794
2018-04-26,-321,55473
2018-04-27,11088,66561
2018-04-28,11451,78012
2018-04-29,-7041,70971
2018-04-30,11776,82747
2018-05-01,-6919,75828
2018-05-02,-206,75622
2018-05-03,2020,77642
2018-05-04,7063,84705
2018-05-05,17784,102489
2018-05-06,-69300,33189
2018-05-07,62963,96152
2018-05-08,713,96865
2018-05-09,7490,104355
2018-05-10,2731,107086
2018-05-11,-3188,103898
2018-05-12,-16085,87813
2018-05-13,-28626,59187
2018-05-14,-3325,55862
2018-05-15,164,56026
2018-05-16,-81,55945
2018-05-17,2679,58624
2018-05-18,21187,79811
2018-05-19,3333,83144
2018-05-20,-68290,14854
2018-05-21,-816,14038
2018-05-22,50898,64936
2018-05-23,4874,69810
2018-05-24,-20101,49709
2018-05-25,-21874,27835
2018-05-26,4259,32094
2018-05-27,-7385,24709
2018-05-28,49538,74247
2018-05-29,-4602,69645
2018-05-30,-1065,68580
2018-05-31,-6433,62147
2018-06-01,12471,74618
2018-06-02,477,75095
2018-06-03,-9011,66084
2018-06-04,-434,65650
2018-06-05,3527,69177
2018-06-06,-661,68516
2018-06-07,1499,70015
2018-06-08,17673,87688
2018-06-09,6538,94226
2018-06-10,-19133,75093
2018-06-11,4133,79226
2018-06-12,823,80049
2018-06-13,207,80256
2018-06-14,5661,85917
2018-06-15,5729,91646
2018-06-16,8339,99985
2018-06-17,-10801,89184
2018-06-18,232,89416
2018-06-19,365,89781
2018-06-20,-865,88916
2018-06-21,4758,93674
2018-06-22,13708,107382
2018-06-23,10926,118308
2018-06-24,-18244,100064
2018-06-25,-948,99116
2018-06-26,1826,100942
2018-06-27,43,100985
2018-06-28,7254,108239
2018-06-29,14543,122782
2018-06-30,17410,140192
2018-07-01,-23262,116930
2018-07-02,3564,120494
2018-07-03,843,121337
2018-07-04,3203,124540
2018-07-05,3835,128375
2018-07-06,19021,147396
2018-07-07,27457,174853
2018-07-08,-13458,161395
2018-07-09,-6247,155148
2018-07-10,-7418,147730
2018-07-11,22136,169866
2018-07-12,14513,184379
2018-07-13,31677,216056
2018-07-14,20852,236908
2018-07-15,-642,236266
2018-07-16,-42999,193267
2018-07-17,13275,206542
2018-07-18,-711,205831
2018-07-19,7469,213300
2018-07-20,12832,226132
2018-07-21,5987,232119
2018-07-22,-14762,217357
2018-07-23,5353,222710
2018-07-24,-3363,219347
2018-07-25,774,220121
2018-07-26,-2693,217428
2018-07-27,11505,228933
2018-07-28,8066,236999
2018-07-29,-20759,216240
2018-07-30,4278,220518
2018-07-31,-8369,212149
2018-08-01,12895,225044
2018-08-02,116,225160
2018-08-03,19054,244214
2018-08-04,17550,261764
2018-08-05,-6454,255310
2018-08-06,-52745,202565
2018-08-07,56322,258887
2018-08-08,6154,265041
2018-08-09,-1561,263480
2018-08-10,4789,268269
2018-08-11,6722,274991
2018-08-12,-15053,259938
2018-08-13,9045,268983
2018-08-14,14438,283421
2018-08-15,-4732,278689
2018-08-16,-7507,271182
2018-08-17,1952,273134
2018-08-18,-7185,265949
2018-08-19,-14453,251496
2018-08-20,-4901,246595
2018-08-21,-5280,241315
2018-08-22,123,241438
2018-08-23,-4810,236628
2018-08-24,-12883,223745
2018-08-25,-32493,191252
2018-08-26,-12602,178650
2018-08-27,-8072,170578
2018-08-28,-5518,165060
2018-08-30,-18146,146914
2018-08-31,-6864,140050
2018-09-01,8494,148544
2018-09-02,-22938,125606
2018-09-03,6525,132131
2018-09-04,-51915,80216
2018-09-05,38932,119148
2018-09-06,7328,126476
2018-09-07,16014,142490
2018-09-08,3909,146399
2018-09-09,-34695,111704
2018-09-10,8108,119812
2018-09-11,-6672,113140
2018-09-12,4495,117635
2018-09-13,-1207,116428
2018-09-14,9287,125715
2018-09-15,-5141,120574
2018-09-16,-23573,97001
2018-09-17,-871,96130
2018-09-18,-5637,90493
2018-09-19,2212,92705
2018-09-20,-588,92117
2018-09-21,13957,106074
2018-09-22,-5756,100318
2018-09-23,-17278,83040
2018-09-24,-6516,76524
2018-09-25,-1498,75026
2018-09-26,-12895,62131
2018-09-27,8367,70498
2018-09-28,12037,82535
2018-09-29,-2603,79932
2018-09-30,-16833,63099
2018-10-01,-2839,60260
2018-10-02,-1260,59000
2018-10-03,1270,60270
2018-10-04,-112,60158
2018-10-05,8966,69124
2018-10-06,-1122,68002
2018-10-07,-14326,53676
2018-10-08,-5675,48001
2018-10-09,7281,55282
2018-10-10,-3487,51795
2018-10-11,6644,58439
2018-10-12,15688,74127
2018-10-13,-303,73824
2018-10-14,-19730,54094
2018-10-15,-5094,49000
2018-10-16,-585,48415
2018-10-17,-1442,46973
2018-10-18,356,47329
2018-10-19,9665,56994
2018-10-20,8431,65425
2018-10-21,-5645,59780
2018-10-22,1561,61341
2018-10-23,3620,64961
2018-10-24,921,65882
2018-10-25,-920,64962
2018-10-26,3148,68110
2018-10-27,506,68616
2018-10-28,-31498,37118
2018-10-29,28452,65570
2018-10-30,-3828,61742
2018-10-31,5702,67444
2018-11-01,11377,78821
2018-11-02,7702,86523
2018-11-03,-18712,67811
2018-11-04,-35486,32325
2018-11-05,4293,36618
2018-11-06,2243,38861
2018-11-07,-1944,36917
2018-11-08,1567,38484
2018-11-09,5485,43969
2018-11-10,1755,45724
2018-11-11,-10228,35496
2018-11-12,29,35525
2018-11-13,-138,35387
2018-11-14,-777,34610
2018-11-15,-415,34195
2018-11-16,4958,39153
2018-11-17,2188,41341
2018-11-18,-17915,23426
2018-11-19,13754,37180
2018-11-20,-2474,34706
2018-11-21,-1091,33615
2018-11-22,-1339,32276
2018-11-23,4992,37268
2018-11-24,2405,39673
2018-11-25,-7438,32235
2018-11-26,-491,31744
2018-11-27,2401,34145
2018-11-28,-3756,30389
2018-11-29,53,30442
2018-11-30,8795,39237
2018-12-01,1776,41013
2018-12-02,-11252,29761
2018-12-04,-195,29566
2018-12-05,7312,36878
2018-12-06,7761,44639
2018-12-07,5979,50618
2018-12-08,-3105,47513
2018-12-09,-19655,27858
2018-12-10,-2018,25840
2018-12-11,6929,32769
2018-12-12,-5244,27525
2018-12-13,-389,27136
2018-12-14,7072,34208
2018-12-15,531,34739
2018-12-16,-6589,28150
2018-12-17,357,28507
2018-12-18,827,29334
2018-12-19,2157,31491
2018-12-20,3842,35333
2018-12-21,10986,46319
2018-12-22,21370,67689
2018-12-23,8552,76241
2018-12-24,15384,91625
2018-12-25,-11548,80077
2018-12-26,3429,83506
2018-12-27,4855,88361
2018-12-28,8127,96488
2018-12-29,10555,107043
2018-12-30,-4109,102934
2018-12-31,28531,131465
